,site,site_abbreviation,country,province,city,latitude,longitude,survey_date,plant_or_pans,n,Start.Number,End.Number,index,uniqueID,name,order,subclade,family,genus,species,sex
328,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_328,JCUJ,,,,,,
329,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_329,JCUJ,Hymenoptera,not_Anthophila,Crabronidae,,,
330,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_330,JCUJ,,,,,,
331,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_331,JCUJ,,,,,,
332,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_332,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,vosnesenskii,female
333,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_333,JCUJ,,,,,,
334,kaslo_park,kaslo,CAN,BC,Vancouver,49.264246,-123.046483,7/13/2020,pan trap,15,320,334,18,JCUJ2020_334,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,vosnesenskii,female
335,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_335,JCUJ,,,,,,
336,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_336,JCUJ,,,,,,
337,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_337,JCUJ,,,,,,
338,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_338,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,pacatum,female
339,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_339,JCUJ,,,,,,
340,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_340,JCUJ,,,,,,
341,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_341,JCUJ,,,,,,
342,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_342,JCUJ,,,,,,
343,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_343,JCUJ,,,,,,
344,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_344,JCUJ,,,,,,
345,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_345,JCUJ,,,,,,
346,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_346,JCUJ,,,,,,
347,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_347,JCUJ,,,,,,
348,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_348,JCUJ,,,,,,
349,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_349,JCUJ,,,,,,
350,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_350,JCUJ,,,,,,
351,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_351,JCUJ,,,,,,
352,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_352,JCUJ,Hymenoptera,not_Anthophila,Crabronidae,,,
353,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_353,JCUJ,Hymenoptera,Anthophila,Andrenidae,Andrena,prunorum,male
354,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_354,JCUJ,Hymenoptera,Anthophila,Apidae,Apis,mellifera,female
355,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_355,JCUJ,,,,,,
356,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_356,JCUJ,,,,,,
357,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_357,JCUJ,Hymenoptera,Anthophila,Andrenidae,Andrena,prunorum,male
358,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_358,JCUJ,,,,,,
359,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_359,JCUJ,,,,,,
360,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_360,JCUJ,,,,,,
361,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_361,JCUJ,Hymenoptera,not_Anthophila,Crabronidae,,,
362,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_362,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,vosnesenskii,female
363,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_363,JCUJ,Hymenoptera,Anthophila,Andrenidae,Andrena,prunorum,female
364,nanaimo_park,nanaimo,CAN,BC,Vancouver,49.22744,-123.057864,7/18/2020,pan trap,30,335,364,19,JCUJ2020_364,JCUJ,Hymenoptera,Anthophila,Andrenidae,Andrena,prunorum,male
365,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_365,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,brunneiventre,female
366,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_366,JCUJ,Hymenoptera,not_Anthophila,Crabronidae,,,
367,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_367,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,brunneiventre,female
368,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_368,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,brunneiventre,female
369,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_369,JCUJ,Hymenoptera,not_Anthophila,Crabronidae,,,
370,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_370,JCUJ,Hymenoptera,not_Anthophila,Crabronidae,,,
371,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_371,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,knereri,male
372,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_372,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,brunneiventre,female
373,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_373,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Vespula,pensylvanica,
374,balaclava_park,balaclava,CAN,BC,Vancouver,49.244432,-123.174798,7/15/2020,pan trap,10,365,374,20,JCUJ2020_374,JCUJ,Hymenoptera,Anthophila,Apidae,Ceratina,acantha,female
375,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_375,JCUJ,Hymenoptera,Anthophila,Megachilidae,Anthidium,manicatum,female
376,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_376,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,rubicundus,female
377,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_377,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,rubicundus,female
378,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_378,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,rubicundus,female
379,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_379,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,rubicundus,female
380,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_380,JCUJ,,,,,,
381,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_381,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,rubicundus,female
382,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_382,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Vespula,pensylvanica,
383,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_383,JCUJ,,,,,,
384,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_384,JCUJ,Hymenoptera,Anthophila,Andrenidae,Andrena,prunorum,female
385,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_385,JCUJ,,,,,,
386,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_386,JCUJ,,,,,,
387,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_387,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Vespula,pensylvanica,
388,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_388,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Polistes,dominula,
389,trafalgar_street_park,trafalgar,CAN,BC,Vancouver,49.244388,-123.165224,7/14/2020,pan trap,15,375,389,21,JCUJ2020_389,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Dolichovespula,arenaria,
390,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_390,JCUJ,,,,,,
391,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_391,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Dolichovespula,maculata,
392,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_392,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Dolichovespula,arenaria,
393,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_393,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Vespula,germanica,
394,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_394,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,mixtus,female
395,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_395,JCUJ,Hymenoptera,Anthophila,Apidae,Apis,mellifera,female
396,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_396,JCUJ,Hymenoptera,Anthophila,Apidae,Apis,mellifera,female
397,clark_park,clark,CAN,BC,Vancouver,49.257282,-123.074583,7/13/2020,pan trap,8,390,397,22,JCUJ2020_397,JCUJ,,,,,,
398,tecumseh_park,tecumseh,CAN,BC,Vancouver,49.227597,-123.046503,7/19/2020,pan trap,6,398,403,23,JCUJ2020_398,JCUJ,,,,,,
399,tecumseh_park,tecumseh,CAN,BC,Vancouver,49.227597,-123.046503,7/19/2020,pan trap,6,398,403,23,JCUJ2020_399,JCUJ,,,,,,
400,tecumseh_park,tecumseh,CAN,BC,Vancouver,49.227597,-123.046503,7/19/2020,pan trap,6,398,403,23,JCUJ2020_400,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,brunneiventre,female
401,tecumseh_park,tecumseh,CAN,BC,Vancouver,49.227597,-123.046503,7/19/2020,pan trap,6,398,403,23,JCUJ2020_401,JCUJ,,,,,,
402,tecumseh_park,tecumseh,CAN,BC,Vancouver,49.227597,-123.046503,7/19/2020,pan trap,6,398,403,23,JCUJ2020_402,JCUJ,,,,,,
403,tecumseh_park,tecumseh,CAN,BC,Vancouver,49.227597,-123.046503,7/19/2020,pan trap,6,398,403,23,JCUJ2020_403,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Vespula,germanica,
404,callister_park,callister,CAN,BC,Vancouver,49.285914,-123.045117,7/21/2020,pan trap,6,404,409,24,JCUJ2020_404,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Polistes,dominula,
405,callister_park,callister,CAN,BC,Vancouver,49.285914,-123.045117,7/21/2020,pan trap,6,404,409,24,JCUJ2020_405,JCUJ,Hymenoptera,Anthophila,Megachilidae,Megachile,montivaga,male
406,callister_park,callister,CAN,BC,Vancouver,49.285914,-123.045117,7/21/2020,pan trap,6,404,409,24,JCUJ2020_406,JCUJ,,,,,,
407,callister_park,callister,CAN,BC,Vancouver,49.285914,-123.045117,7/21/2020,pan trap,6,404,409,24,JCUJ2020_407,JCUJ,,,,,,
408,callister_park,callister,CAN,BC,Vancouver,49.285914,-123.045117,7/21/2020,pan trap,6,404,409,24,JCUJ2020_408,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,knereri,male
409,callister_park,callister,CAN,BC,Vancouver,49.285914,-123.045117,7/21/2020,pan trap,6,404,409,24,JCUJ2020_409,JCUJ,Hymenoptera,Anthophila,Megachilidae,Megachile,gemula,female
410,hastings_park,hastings,CAN,BC,Vancouver,49.280603,-123.041541,7/21/2020,pan trap,5,410,414,25,JCUJ2020_410,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,mixtus,female
411,hastings_park,hastings,CAN,BC,Vancouver,49.280603,-123.041541,7/21/2020,pan trap,5,410,414,25,JCUJ2020_411,JCUJ,Hymenoptera,not_Anthophila,Sphecidae,,,
412,hastings_park,hastings,CAN,BC,Vancouver,49.280603,-123.041541,7/21/2020,pan trap,5,410,414,25,JCUJ2020_412,JCUJ,,,,,,
413,hastings_park,hastings,CAN,BC,Vancouver,49.280603,-123.041541,7/21/2020,pan trap,5,410,414,25,JCUJ2020_413,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,confusus,female
414,hastings_park,hastings,CAN,BC,Vancouver,49.280603,-123.041541,7/21/2020,pan trap,5,410,414,25,JCUJ2020_414,JCUJ,,,,,,
415,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_415,JCUJ,,,,,,
416,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_416,JCUJ,,,,,,
417,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_417,JCUJ,Hymenoptera,Anthophila,Megachilidae,Megachile,rotundata,male
418,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_418,JCUJ,,,,,,
419,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_419,JCUJ,Hymenoptera,Anthophila,Megachilidae,Megachile,rotundata,male
420,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_420,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,impatiens,female
421,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_421,JCUJ,,,,,,
422,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_422,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Dolichovespula,maculata,
423,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_423,JCUJ,,,,,,
424,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_424,JCUJ,,,,,,
425,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_425,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Polistes,dominula,
426,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_426,JCUJ,Hymenoptera,not_Anthophila,Vespidae,Polistes,dominula,
427,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_427,JCUJ,Hymenoptera,Anthophila,Apidae,Apis,mellifera,female
428,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_428,JCUJ,Hymenoptera,Anthophila,Apidae,Apis,mellifera,female
429,china_creek_north_park,china,CAN,BC,Vancouver,49.264925,-123.084833,7/21/2020,pan trap,15,415,429,26,JCUJ2020_429,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,vosnesenskii,female
430,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_430,JCUJ,,,,,,
431,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_431,JCUJ,,,,,,
432,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_432,JCUJ,,,,,,
433,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_433,JCUJ,,,,,,
434,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_434,JCUJ,,,,,,
435,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_435,JCUJ,,,,,,
436,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_436,JCUJ,,,,,,
437,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_437,JCUJ,,,,,,
438,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_438,JCUJ,,,,,,
439,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_439,JCUJ,,,,,,
440,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_440,JCUJ,,,,,,
441,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_441,JCUJ,,,,,,
442,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_442,JCUJ,,,,,,
443,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_443,JCUJ,,,,,,
444,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_444,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,confusus,female
445,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_445,JCUJ,,,,,,
446,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_446,JCUJ,,,,,,
447,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_447,JCUJ,,,,,,
448,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_448,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,mixtus,female
449,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_449,JCUJ,,,,,,
450,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_450,JCUJ,,,,,,
451,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_451,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,flavifrons,female
452,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_452,JCUJ,,,,,,
453,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_453,JCUJ,,,,,,
454,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_454,JCUJ,,,,,,
455,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_455,JCUJ,,,,,,
456,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_456,JCUJ,,,,,,
457,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_457,JCUJ,,,,,,
458,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_458,JCUJ,Hymenoptera,Anthophila,Apidae,Bombus,flavifrons,female
459,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_459,JCUJ,Hymenoptera,Anthophila,Halictidae,Halictus,confusus,female
460,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_460,JCUJ,,,,,,
461,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_461,JCUJ,,,,,,
462,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_462,JCUJ,Hymenoptera,Anthophila,Halictidae,Lasioglossum,cressonii,female
463,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_463,JCUJ,,,,,,
464,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_464,JCUJ,,,,,,
465,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_465,JCUJ,Hymenoptera,Anthophila,Megachilidae,Osmia,morpho1,female
466,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_466,JCUJ,,,,,,
467,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_467,JCUJ,,,,,,
468,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_468,JCUJ,,,,,,
469,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_469,JCUJ,,,,,,
470,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_470,JCUJ,,,,,,
471,falaise_park,falaise,CAN,BC,Vancouver,49.256201,-123.031898,7/13/2020,pan trap,42,430,471,27,JCUJ2020_471,JCUJ,,,,,,
472,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_472,JCUJ,,,,,,
473,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_473,JCUJ,,,,,,
474,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_474,JCUJ,,,,,,
475,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_475,JCUJ,,,,,,
476,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_476,JCUJ,,,,,,
477,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_477,JCUJ,,,,,,
478,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_478,JCUJ,,,,,,
479,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_479,JCUJ,,,,,,
480,new_brighton_park,brighton,CAN,BC,Vancouver,49.291573,-123.04159,7/21/2020,pan trap,21,472,492,28,JCUJ2020_480,JCUJ,,,,,,
